Type , Left     , Old Mid      , Right        , New Mid    , Frequency
SUB  , '，'      , NAME         , ':'          , STRING     , 1        
SUB  , STRING   , NAME         , '-'          , ':'        , 1        
INS  , NEWLINE  ,              , 'yield'      , 98         , 1        
SUB  , '.'      , 'class'      , '('          , NAME       , 1        
INS  , ')'      ,              , 'else'       , ')'        , 1        
SUB  , ']'      , UNKNOWN_CHAR , '+'          , '('        , 1        
SUB  , '，'      , UNKNOWN_CHAR , 'None'       , STRING     , 1        
DEL  , STRING   , 'None'       , UNKNOWN_CHAR ,            , 1        
SUB  , '，'      , 'def'        , ']'          , STRING     , 1        
SUB  , 99       , 'else'       , ':'          , 'except'   , 1        
DEL  , '{'      , '('          , STRING       ,            , 1        
DEL  , '-'      , UNKNOWN_CHAR , '{'          ,            , 1        
SUB  , NAME     , '['          , NAME         , '('        , 1        
INS  , '...'    ,              , NEWLINE      , 'in'       , 1        
DEL  , '%'      , NAME         , '['          ,            , 1        
DEL  , '%'      , '['          , STRING       ,            , 1        
DEL  , STRING   , ']'          , STRING       ,            , 1        
SUB  , ':'      , '{'          , NUMBER       , '['        , 1        
DEL  , STRING   , '，'          , UNKNOWN_CHAR ,            , 1        
SUB  , '，'      , '.'          , NAME         , STRING     , 1        
DEL  , '，'      , '>'          , NAME         ,            , 1        
DEL  , '}'      , '*'          , END          ,            , 1        
SUB  , STRING   , '...'        , STRING       , '，'        , 1        
DEL  , '.'      , 'as'         , '.'          ,            , 1        
SUB  , ':'      , UNKNOWN_CHAR , UNKNOWN_CHAR , NAME       , 1        
SUB  , '.'      , UNKNOWN_CHAR , '，'          , NAME       , 1        
DEL  , ']'      , NAME         , 'and'        ,            , 1        
SUB  , ']'      , NAME         , NEWLINE      , ')'        , 1        
INS  , 99       ,              , END          , NAME       , 1        
DEL  , NEWLINE  , NEWLINE      , '{'          ,            , 1        
SUB  , NAME     , '.'          , NAME         , 'in'       , 1        
DEL  , ']'      , ']'          , '='          ,            , 1        
INS  , '['      ,              , NUMBER       , '{'        , 1        
DEL  , '，'      , 'or'         , STRING       ,            , 1        
SUB  , STRING   , UNKNOWN_CHAR , END          , ']'        , 1        
SUB  , NUMBER   , '//'         , 'or'         , NEWLINE    , 1        
DEL  , NEWLINE  , 'or'         , NAME         ,            , 1        
DEL  , 'else'   , ':'          , STRING       ,            , 1        
DEL  , '，'      , '['          , STRING       ,            , 1        
SUB  , NAME     , NAME         , '*'          , 'import'   , 1        
DEL  , STRING   , NAME         , '('          ,            , 1        
DEL  , '<='     , '=='         , NAME         ,            , 1        
DEL  , 98       , '^'          , '^'          ,            , 1        
SUB  , ']'      , NAME         , '['          , '，'        , 1        
SUB  , NEWLINE  , 'class'      , '='          , NAME       , 1        
DEL  , 'else'   , '**'         , NAME         ,            , 1        
DEL  , NAME     , '**'         , 'for'        ,            , 1        
SUB  , '，'      , '['          , STRING       , '{'        , 1        
SUB  , ':'      , '('          , STRING       , '{'        , 1        
DEL  , '}'      , ')'          , '}'          ,            , 1        
SUB  , ']'      , '，'          , END          , '}'        , 1        
SUB  , STRING   , '.'          , NAME         , '，'        , 1        
INS  , NEWLINE  ,              , 'try'        , 99         , 1        
DEL  , NAME     , '('          , NUMBER       ,            , 1        
INS  , ':'      ,              , '}'          , '...'      , 1        
INS  , 'False'  ,              , '，'          , ']'        , 1        
INS  , ')'      ,              , NAME         , '}'        , 1        
SUB  , NEWLINE  , '.'          , '.'          , '...'      , 1        
DEL  , '...'    , '.'          , 'and'        ,            , 1        
DEL  , ')'      , NUMBER       , ':'          ,            , 1        
DEL  , ')'      , ':'          , 'if'         ,            , 1        
SUB  , '('      , '+'          , ')'          , STRING     , 1        
SUB  , '='      , '/'          , NAME         , STRING     , 1        
DEL  , STRING   , '/'          , NEWLINE      ,            , 1        
SUB  , NUMBER   , '['          , NAME         , ']'        , 1        
DEL  , NEWLINE  , '>>'         , 'True'       ,            , 1        
DEL  , START    , '*'          , 'if'         ,            , 1        
INS  , 'if'     ,              , END          , '('        , 1        
INS  , 'as'     ,              , END          , NAME       , 1        
INS  , ']'      ,              , ':'          , '，'        , 1        
INS  , '，'      ,              , ':'          , STRING     , 1        
INS  , NAME     ,              , NEWLINE      , 'import'   , 1        
INS  , 'import' ,              , NEWLINE      , '*'        , 1        
INS  , '='      ,              , NUMBER       , '('        , 1        
SUB  , '}'      , ';'          , ']'          , '，'        , 1        
DEL  , ']'      , '<'          , '/'          ,            , 1        
SUB  , ']'      , NEWLINE      , NAME         , ':'        , 1        
DEL  , ':'      , '>'          , NAME         ,            , 1        
INS  , NUMBER   ,              , ']'          , '}'        , 1        
SUB  , STRING   , '*'          , NEWLINE      , '**'       , 1        
INS  , '**'     ,              , NEWLINE      , NAME       , 1        
INS  , '，'      ,              , STRING       , '('        , 1        
SUB  , '，'      , '-'          , '，'          , STRING     , 1        
DEL  , NEWLINE  , 'and'        , NEWLINE      ,            , 1        
SUB  , NAME     , ':'          , 'False'      , '='        , 1        
DEL  , NEWLINE  , '**'         , NEWLINE      ,            , 1        
INS  , '}'      ,              , NEWLINE      , '}'        , 1        
SUB  , 'is'     , UNKNOWN_CHAR , NAME         , STRING     , 1        
DEL  , STRING   , STRING       , '}'          ,            , 1        
INS  , ':'      ,              , NEWLINE      , STRING     , 1        
INS  , STRING   ,              , '['          , ')'        , 1        
INS  , '{'      ,              , STRING       , '('        , 1        
DEL  , NAME     , '.'          , '.'          ,            , 1        
DEL  , 'assert' , 'True'       , '='          ,            , 1        
DEL  , 'assert' , '='          , NAME         ,            , 1        
SUB  , NEWLINE  , '@'          , 'def'        , 98         , 1        
DEL  , '.'      , '.'          , 'and'        ,            , 1        
DEL  , '.'      , 'and'        , NAME         ,            , 1        
SUB  , '，'      , ']'          , END          , '}'        , 1        
SUB  , '='      , '{'          , NUMBER       , '['        , 1        
INS  , NEWLINE  ,              , 'from'       , 98         , 1        
DEL  , ')'      , NAME         , NEWLINE      ,            , 1        
SUB  , START    , '['          , NUMBER       , '{'        , 1        
DEL  , START    , 98           , 'class'      ,            , 1        
DEL  , 99       , 99           , 'def'        ,            , 1        
DEL  , '...'    , UNKNOWN_CHAR , END          ,            , 1        
DEL  , '，'      , NAME         , NUMBER       ,            , 1        
INS  , '，'      ,              , '['          , '('        , 1        
INS  , NUMBER   ,              , 'for'        , 'else'     , 1        
SUB  , STRING   , '...'        , NAME         , '，'        , 1        
INS  , NEWLINE  ,              , 'while'      , 98         , 1        
SUB  , '['      , 'is'         , ']'          , NUMBER     , 1        
DEL  , 'False'  , UNKNOWN_CHAR , '，'          ,            , 1        
DEL  , NEWLINE  , UNKNOWN_CHAR , NAME         ,            , 1        
SUB  , '，'      , UNKNOWN_CHAR , ']'          , '['        , 1        
SUB  , '='      , 'in'         , '.'          , NAME       , 1        
INS  , NAME     ,              , NAME         , ';'        , 1        
SUB  , ']'      , '.'          , '['          , '，'        , 1        
SUB  , STRING   , UNKNOWN_CHAR , NAME         , STRING     , 1        
SUB  , '('      , NUMBER       , '，'          , NAME       , 1        
INS  , '，'      ,              , STRING       , NAME       , 1        
DEL  , START    , '='          , '['          ,            , 1        
DEL  , ':'      , NEWLINE      , 98           ,            , 1        
DEL  , ':'      , 98           , 'import'     ,            , 1        
SUB  , STRING   , '，'          , END          , '}'        , 1        
DEL  , START    , '('          , '['          ,            , 1        
SUB  , NAME     , STRING       , NEWLINE      , '='        , 1        
INS  , '='      ,              , NEWLINE      , 'True'     , 1        
DEL  , STRING   , '/'          , END          ,            , 1        
DEL  , START    , '*'          , 'from'       ,            , 1        
SUB  , NEWLINE  , NAME         , ':'          , 'try'      , 1        
DEL  , ')'      , 'return'     , '['          ,            , 1        
DEL  , ')'      , '，'          , END          ,            , 1        
SUB  , ']'      , ')'          , END          , ']'        , 1        
DEL  , STRING   , ']'          , '-'          ,            , 1        
SUB  , NUMBER   , NAME         , END          , ']'        , 1        
DEL  , '['      , '('          , STRING       ,            , 1        
INS  , '...'    ,              , END          , '}'        , 1        
SUB  , ']'      , 'for'        , NAME         , ';'        , 1        
DEL  , '='      , UNKNOWN_CHAR , '('          ,            , 1        
DEL  , '('      , '，'          , NUMBER       ,            , 1        
SUB  , NAME     , STRING       , NAME         , ']'        , 1        
DEL  , ']'      , UNKNOWN_CHAR , ')'          ,            , 1        
DEL  , NAME     , 'False'      , END          ,            , 1        
