Snippet length, Patch size, Time to find human repair (ms), First valid repair, Total repairs sampled, Distinct valid repairs, Throughput
8, 1, 10, 8, 740, 3, 67
95, 2, 1608, 1566, 5792, 2, 3
39, 1, 931, 609, 64453, 67, 69
21, 1, 26, 20, 1184, 15, 43
68, 2, 8892, 6723, 325604, 306, 36
48, 2, 529, 0, 3033, 1, 5
24, 1, 57, 57, 96, 1, 1
65, 2, 118, 117, 231, 3, 1
10, 2, 113, 0, 10330, 1, 90
19, 2, 526, 413, 27075, 2, 51
55, 2, 519, 518, 281, 1, 0
102, 2, 1019, 0, 3420, 1, 3
24, 2, 2462, 1674, 135831, 4, 55
84, 1, 5952, 4131, 236020, 59, 39
19, 1, 46, 43, 849, 7, 18
91, 2, 1979, 1811, 32065, 14, 16
65, 2, 70, 62, 1274, 8, 17
35, 1, 1778, 1046, 98948, 52, 55
43, 1, 367, 349, 3302, 6, 8
15, 1, 217, 209, 2124, 2, 9
78, 2, 70, 0, 318, 1, 4
15, 1, 58, 0, 392, 1, 6
54, 1, 505, 0, 3813, 1, 7
28, 1, 337, 289, 10947, 2, 32
27, 1, 270, 242, 3847, 35, 14
118, 1, 1454, 1449, 682, 4, 0
73, 1, 600, 577, 2902, 11, 4
21, 1, 133, 131, 1006, 1, 7
18, 1, 31, 26, 876, 10, 27
36, 2, 44, 0, 86, 1, 1
89, 1, 2044, 1661, 39517, 84, 19
26, 2, 457, 421, 5688, 2, 12
52, 2, 66, 65, 349, 1, 5
15, 1, 43, 38, 868, 6, 19
30, 2, 165, 149, 1606, 2, 9
14, 1, 138, 115, 4980, 13, 35
24, 2, 13, 11, 417, 7, 29
30, 2, 201, 186, 2572, 7, 12
16, 1, 120, 92, 4043, 14, 33
33, 2, 398, 380, 4994, 3, 12
21, 1, 1077, 695, 71953, 5, 66
90, 1, 2389, 2228, 27175, 11, 11
15, 1, 1881, 590, 171482, 15, 91
87, 2, 368, 0, 2606, 1, 7
81, 2, 7137, 6174, 223281, 2, 31
89, 2, 253, 248, 793, 3, 3
23, 2, 1392, 810, 84764, 8, 60
29, 2, 537, 499, 19267, 2, 35
58, 2, 3201, 2134, 174934, 2, 54
31, 1, 418, 395, 11006, 2, 26
205, 2, 2224, 2177, 5210, 3, 2
18, 2, 10, 0, 106, 1, 9
15, 1, 17, 13, 1086, 5, 60
30, 1, 313, 266, 16857, 3, 53
23, 2, 1840, 838, 115193, 105, 62
17, 1, 313, 288, 8165, 6, 26
74, 3, 1479, 1153, 48929, 36, 33
29, 1, 956, 855, 44621, 3, 46
43, 3, 2532, 1828, 103236, 272, 40
215, 2, 403, 341, 4464, 5, 11
4, 1, 251, 38, 45315, 10, 179
83, 2, 212, 0, 897, 1, 4
46, 1, 2450, 1791, 129839, 7, 52
22, 1, 82, 81, 300, 4, 3
96, 1, 1442, 1316, 17470, 35, 12
54, 1, 564, 549, 1659, 9, 2
46, 3, 8034, 5046, 611493, 25, 76
83, 1, 1216, 1189, 8424, 3, 6
101, 2, 1341, 1240, 12585, 29, 9
35, 1, 243, 212, 3708, 7, 15
34, 1, 268, 254, 2239, 1, 8
47, 1, 490, 413, 18885, 242, 38
34, 1, 547, 422, 30804, 9, 56
30, 1, 3072, 2265, 209254, 4, 68
28, 1, 365, 362, 740, 4, 2
86, 2, 1097, 1081, 4370, 2, 3
27, 1, 410, 369, 8771, 43, 21
31, 1, 1099, 769, 78840, 30, 71
27, 1, 93, 91, 767, 6, 8
42, 2, 62, 61, 334, 1, 5
36, 1, 300, 294, 1984, 5, 6
101, 2, 512, 498, 2564, 2, 4
36, 2, 2947, 0, 195551, 1, 66
48, 1, 2055, 1679, 64553, 8, 31
15, 2, 1, 1, 162, 2, 81
17, 1, 136, 134, 414, 1, 3
39, 1, 468, 0, 7168, 1, 15
13, 1, 1718, 609, 189583, 5, 110
14, 1, 579, 260, 55847, 48, 96
28, 2, 417, 285, 15864, 113, 37
15, 2, 0, 0, 40, 1, 40
32, 1, 958, 757, 42794, 3, 44
74, 2, 969, 948, 7347, 1, 7
87, 1, 2782, 2075, 93897, 19, 33
41, 1, 667, 570, 20544, 8, 30
57, 2, 586, 0, 4585, 1, 7
32, 1, 625, 432, 32947, 9, 52
52, 1, 631, 518, 16762, 28, 26
24, 1, 641, 420, 32882, 20, 51
4, 2, 3420, 855, 781962, 373, 228
25, 2, 14, 0, 427, 1, 28
81, 3, 1184, 1126, 8892, 9, 7
34, 1, 282, 271, 3049, 1, 10
11, 1, 116, 84, 7046, 47, 60
7, 3, 294, 129, 37305, 4, 126
10, 2, 41, 32, 1944, 25, 46
73, 1, 380, 366, 981, 5, 2
11, 2, 43, 36, 2934, 2, 66
48, 2, 31, 28, 665, 4, 20
55, 2, 1063, 819, 54816, 13, 51
53, 3, 1152, 840, 31628, 45, 27
154, 2, 774, 756, 1619, 4, 2
31, 1, 151, 142, 1496, 12, 9
33, 1, 413, 383, 10674, 3, 25
8, 1, 45, 42, 797, 7, 17
67, 2, 315, 0, 19, 1, 0
42, 2, 16, 0, 296, 1, 17
46, 2, 59, 59, 329, 1, 5
48, 2, 28, 27, 119, 2, 4
34, 1, 872, 501, 67277, 170, 77
21, 1, 17, 14, 462, 14, 25
13, 1, 105, 0, 7300, 1, 68
42, 2, 61, 57, 731, 3, 11
62, 1, 2414, 1740, 84429, 209, 34
21, 1, 177, 175, 507, 4, 2
83, 2, 181, 0, 1, 1, 0
31, 2, 26, 26, 164, 1, 6
36, 2, 102, 101, 230, 2, 2
21, 2, 66, 58, 2359, 3, 35
64, 1, 1599, 1268, 49820, 24, 31
17, 2, 51, 47, 825, 9, 15
15, 1, 2197, 758, 232320, 275, 105
14, 2, 1, 1, 49, 2, 24
21, 2, 3, 0, 43, 1, 10
89, 1, 877, 826, 7615, 16, 8
97, 2, 472, 450, 3453, 7, 7
28, 1, 136, 131, 708, 1, 5
25, 1, 243, 229, 5381, 1, 22
138, 2, 492, 460, 4137, 10, 8
23, 2, 386, 297, 12143, 6, 31
42, 1, 325, 294, 6406, 3, 19
51, 2, 472, 0, 7732, 1, 16
38, 2, 71, 56, 2512, 16, 34
18, 1, 11, 10, 188, 2, 15
42, 2, 27, 0, 78, 1, 2
120, 3, 8342, 6289, 259807, 3, 31
20, 1, 77, 67, 2051, 9, 26
20, 1, 23, 17, 902, 9, 37
80, 1, 1202, 1084, 22702, 8, 18
10, 2, 139, 92, 10298, 82, 73
56, 2, 80, 0, 4, 1, 0
48, 2, 1613, 1185, 80632, 31, 49
9, 1, 25, 15, 2856, 11, 109
19, 1, 175, 154, 3294, 4, 18
20, 1, 23, 17, 954, 24, 39
58, 1, 583, 566, 2544, 16, 4
34, 1, 886, 792, 26398, 14, 29
6, 2, 17, 16, 657, 1, 36
68, 1, 1630, 1520, 14539, 53, 8
73, 2, 656, 0, 2210, 1, 3
57, 1, 685, 660, 4005, 5, 5
60, 1, 915, 744, 22726, 33, 24
77, 2, 772, 763, 1171, 9, 1
9, 3, 113, 0, 195, 1, 1
31, 2, 8, 0, 20, 1, 2
82, 2, 1039, 806, 28391, 93, 27
46, 1, 2679, 2117, 189611, 4, 70
16, 2, 1, 0, 28, 1, 14
83, 2, 907, 877, 5917, 3, 6
25, 1, 186, 147, 6247, 3, 33
22, 1, 1448, 657, 98836, 12, 68
34, 1, 261, 241, 3549, 6, 13
141, 2, 670, 647, 2977, 2, 4
19, 1, 425, 269, 32493, 23, 76
24, 2, 435, 388, 12040, 3, 27
30, 1, 332, 289, 6256, 16, 18
7, 2, 65, 57, 3371, 6, 51
28, 1, 379, 309, 16119, 32, 42
18, 1, 261, 173, 24719, 153, 94
29, 1, 635, 329, 25504, 40, 40
36, 2, 376, 318, 11256, 13, 29
28, 1, 988, 651, 70521, 16, 71
38, 1, 416, 0, 6691, 1, 16
70, 1, 851, 708, 17520, 24, 20
45, 1, 444, 281, 22065, 76, 49
29, 1, 155, 124, 8331, 34, 53
28, 2, 1, 0, 16, 1, 8
29, 2, 230, 225, 2249, 3, 9
51, 1, 933, 667, 39163, 30, 41
13, 2, 2, 0, 174, 1, 58
43, 1, 1441, 945, 59615, 43, 41
27, 2, 42, 37, 1429, 4, 33
34, 3, 8840, 4714, 650795, 637, 73
69, 2, 195, 194, 165, 1, 0
19, 3, 1747, 663, 105409, 53, 60
20, 1, 247, 237, 2674, 6, 10
35, 1, 236, 220, 1892, 4, 7
39, 2, 1992, 1315, 103434, 19, 51
33, 1, 2802, 1498, 144589, 16, 51
42, 1, 481, 447, 8693, 2, 18
46, 1, 8066, 4821, 474370, 126, 58
134, 2, 610, 598, 2475, 3, 4
48, 1, 871, 548, 46467, 32, 53
23, 1, 234, 177, 9746, 11, 41
54, 3, 9513, 5821, 481088, 8, 50
10, 1, 11, 7, 1220, 13, 101
117, 2, 1593, 1561, 5846, 2, 3
18, 2, 36, 36, 65, 5, 1
18, 2, 2, 0, 52, 1, 17
97, 2, 191, 0, 254, 1, 1
27, 2, 1946, 0, 116363, 1, 59
18, 1, 29, 29, 173, 1, 5
41, 2, 41, 0, 181, 1, 4
45, 2, 472, 454, 6284, 2, 13
39, 2, 387, 385, 1776, 1, 4
17, 1, 159, 148, 1226, 2, 7
84, 1, 1729, 1610, 32580, 1, 18
17, 1, 48, 26, 3302, 14, 67
14, 1, 63, 61, 948, 2, 14
40, 1, 338, 329, 1513, 9, 4
40, 2, 345, 300, 5794, 69, 16
60, 1, 2375, 2043, 44439, 11, 18
10, 2, 0, 0, 3, 1, 3
41, 1, 1408, 1006, 70514, 14, 50
19, 1, 749, 479, 64083, 13, 85
14, 2, 1, 0, 21, 1, 10
67, 1, 7009, 5679, 251551, 9, 35
70, 1, 4026, 3210, 102868, 12, 25
30, 1, 312, 301, 1937, 17, 6
27, 1, 1157, 1093, 20345, 5, 17
23, 1, 5660, 2609, 579320, 8, 102
20, 1, 342, 274, 15917, 71, 46
47, 2, 29, 29, 19, 1, 0
20, 3, 2528, 949, 196147, 97, 77
19, 2, 4, 4, 131, 1, 26
62, 2, 1870, 1261, 92200, 171, 49
15, 2, 17, 16, 134, 3, 7
13, 1, 111, 108, 640, 4, 5
58, 1, 4445, 2818, 209557, 907, 47
32, 2, 175, 0, 97, 1, 0
31, 1, 347, 297, 11181, 6, 32
34, 1, 555, 449, 16163, 8, 29
47, 2, 493, 459, 5844, 20, 11
40, 2, 652, 529, 21091, 79, 32
38, 1, 4099, 2966, 207136, 346, 50
113, 1, 2990, 2695, 52785, 18, 17
23, 1, 81, 63, 2402, 33, 29
36, 1, 753, 704, 10015, 67, 13
41, 2, 332, 324, 1841, 9, 5
65, 1, 1317, 1191, 25051, 4, 19
16, 1, 102, 90, 2789, 19, 27
111, 1, 7600, 6230, 135569, 18, 17
120, 2, 3149, 3004, 28325, 2, 8
40, 1, 563, 531, 7327, 1, 12
38, 1, 1207, 1063, 20024, 8, 16
21, 1, 204, 146, 7653, 24, 37
108, 1, 2143, 1856, 25176, 84, 11
33, 1, 1384, 1028, 44108, 108, 31
16, 1, 196, 125, 11470, 60, 58
27, 2, 10, 0, 31, 1, 2
16, 2, 51, 50, 225, 4, 4
17, 1, 94, 75, 3491, 5, 36
67, 2, 289, 270, 2269, 2, 7
42, 1, 864, 724, 18100, 42, 20
179, 2, 3210, 2870, 40266, 27, 12
26, 1, 577, 355, 37628, 5, 65
32, 3, 549, 0, 22009, 1, 40
21, 1, 176, 166, 3129, 7, 17
70, 2, 2376, 0, 62128, 1, 26
29, 1, 41, 39, 326, 9, 7
24, 2, 522, 502, 17640, 1, 33
13, 1, 192, 0, 2758, 1, 14
58, 1, 1846, 1481, 51894, 94, 28
76, 1, 1105, 1099, 982, 2, 0
15, 1, 153, 128, 3835, 12, 24
24, 2, 40, 0, 352, 1, 8
29, 2, 286, 268, 4554, 27, 15
13, 2, 10, 9, 322, 1, 29
22, 1, 51, 41, 935, 16, 17
31, 1, 175, 167, 1178, 5, 6
17, 3, 524, 291, 33253, 5, 63
28, 2, 357, 313, 12328, 1, 34
25, 2, 293, 236, 5066, 14, 17
33, 1, 411, 390, 3993, 20, 9
106, 2, 933, 921, 1604, 1, 1
45, 1, 396, 0, 385, 1, 0
40, 2, 39, 37, 362, 1, 9
35, 2, 27, 25, 332, 2, 11
35, 2, 2774, 0, 216712, 1, 78
67, 1, 620, 592, 4872, 6, 7
84, 1, 6478, 5640, 145191, 69, 22
31, 2, 515, 393, 18272, 66, 35
11, 2, 1, 0, 0, 1, 0
27, 2, 297, 282, 1883, 11, 6
118, 2, 318, 314, 769, 4, 2
89, 2, 509, 497, 2158, 5, 4
35, 1, 3044, 1744, 257494, 29, 84
63, 2, 295, 0, 1008, 1, 3
27, 2, 3, 0, 128, 1, 32
9, 1, 26, 25, 1107, 1, 41
26, 2, 320, 0, 13738, 1, 42
80, 2, 7422, 6151, 188140, 2, 25
31, 3, 9409, 3959, 615736, 382, 65
72, 2, 8209, 6716, 321471, 4, 39
19, 1, 29, 24, 1089, 5, 36
39, 1, 436, 429, 1134, 2, 2
140, 2, 420, 407, 2267, 2, 5
21, 1, 194, 0, 15065, 1, 77
132, 2, 2825, 2784, 10158, 2, 3
24, 1, 3202, 1570, 301193, 18, 94
36, 2, 5477, 3338, 321299, 432, 58
23, 2, 240, 193, 14663, 10, 60
42, 2, 422, 398, 6492, 5, 15
36, 1, 337, 301, 8406, 45, 24
12, 3, 103, 89, 6218, 10, 59
56, 2, 2140, 1890, 42816, 1, 19
43, 1, 625, 537, 20426, 63, 32
14, 1, 22, 20, 474, 7, 20
23, 1, 418, 245, 32710, 53, 78
39, 2, 380, 0, 6970, 1, 18
17, 2, 3, 3, 89, 1, 22
22, 1, 208, 183, 3603, 21, 17
115, 2, 4392, 0, 42507, 1, 9
39, 1, 764, 701, 17993, 10, 23
139, 1, 3263, 2879, 40926, 61, 12
22, 1, 102, 85, 2232, 10, 21
45, 1, 704, 548, 23323, 8, 33
33, 2, 51, 50, 351, 3, 6
15, 2, 459, 221, 41832, 7, 90
43, 2, 826, 0, 47495, 1, 57
27, 1, 220, 0, 635, 1, 2
18, 1, 29, 26, 667, 10, 22
16, 1, 761, 456, 76463, 61, 100
27, 1, 419, 387, 7454, 4, 17
11, 3, 410, 272, 43556, 7, 105
61, 1, 719, 712, 1493, 6, 2
8, 2, 0, 0, 17, 1, 17
26, 2, 1213, 0, 42700, 1, 35
22, 2, 2391, 1607, 169058, 36, 70
52, 1, 642, 614, 4691, 6, 7
96, 1, 1667, 1433, 9981, 60, 5
71, 2, 858, 642, 34689, 22, 40
12, 1, 70, 48, 3113, 2, 43
63, 2, 89, 87, 568, 2, 6
27, 2, 13, 0, 9, 1, 0
29, 1, 606, 430, 17698, 1, 29
5, 1, 364, 179, 106996, 18, 293
23, 1, 32, 31, 375, 1, 11
63, 1, 683, 646, 7346, 6, 10
105, 2, 317, 313, 791, 1, 2
45, 1, 692, 604, 13054, 8, 18
26, 1, 261, 258, 724, 4, 2
19, 1, 86, 78, 1250, 3, 14
28, 2, 122, 120, 357, 3, 2
32, 1, 9493, 4923, 764810, 492, 80
14, 1, 142, 129, 2202, 5, 15
44, 1, 366, 349, 1916, 12, 5
10, 1, 293, 220, 19012, 3, 64
41, 1, 467, 422, 9977, 31, 21
32, 2, 626, 371, 28627, 15, 45
33, 2, 26, 0, 56, 1, 2
207, 1, 9216, 7962, 98944, 138, 10
21, 1, 113, 65, 4988, 32, 43
83, 2, 297, 282, 2449, 6, 8
135, 2, 1592, 1569, 2881, 3, 1
31, 1, 80, 77, 334, 3, 4
30, 1, 105, 104, 231, 4, 2
47, 2, 10, 0, 104, 1, 9
45, 3, 283, 275, 1368, 6, 4
71, 1, 1579, 1314, 51453, 21, 32
144, 2, 762, 703, 6286, 10, 8
70, 1, 1577, 1518, 20395, 10, 12
48, 1, 5951, 4461, 342025, 248, 57
43, 2, 15, 14, 90, 4, 5
31, 2, 52, 0, 28, 1, 0
25, 1, 205, 138, 16064, 16, 77
35, 1, 272, 265, 1750, 10, 6
15, 1, 117, 110, 1975, 9, 16
27, 1, 47, 46, 88, 2, 1
84, 2, 2118, 1614, 49460, 4, 23
30, 1, 41, 35, 617, 3, 14
29, 2, 99, 93, 770, 1, 7
46, 1, 761, 650, 17841, 14, 23
20, 2, 9, 7, 257, 3, 25
22, 1, 121, 116, 1509, 2, 12
14, 1, 52, 51, 438, 1, 8
66, 2, 182, 177, 1080, 5, 5
27, 1, 361, 334, 7547, 22, 20
14, 1, 76, 75, 883, 6, 11
98, 1, 2006, 1575, 41417, 67, 20
51, 1, 499, 483, 2216, 4, 4
76, 1, 4444, 3538, 117562, 55, 26
24, 3, 485, 407, 14213, 73, 29
45, 2, 464, 0, 3522, 1, 7
54, 1, 755, 739, 8098, 1, 10
9, 1, 41, 0, 586, 1, 13
11, 2, 19, 19, 47, 2, 2
27, 2, 4, 0, 105, 1, 21
66, 2, 2617, 2074, 71147, 4, 27
31, 2, 368, 346, 5739, 1, 15
23, 2, 5, 0, 155, 1, 25
23, 2, 7, 6, 72, 1, 9
20, 1, 199, 162, 11021, 11, 55
35, 1, 505, 369, 16207, 10, 32
20, 1, 213, 197, 3243, 17, 15
65, 1, 1741, 1485, 49328, 73, 28
17, 1, 49, 43, 1096, 10, 21
41, 1, 1533, 1135, 60867, 98, 39
69, 2, 2157, 1656, 112376, 16, 52
22, 2, 117, 110, 1393, 3, 11
33, 2, 1530, 708, 81507, 47, 53
6, 1, 53, 31, 8287, 5, 153
51, 1, 795, 688, 18855, 68, 23
26, 1, 1927, 1098, 194524, 33, 100
29, 2, 594, 442, 27360, 17, 45
186, 1, 8786, 7928, 99286, 21, 11
82, 3, 1745, 1286, 46912, 111, 26
22, 1, 95, 0, 208, 1, 2
71, 2, 39, 37, 529, 2, 13
59, 1, 680, 633, 5665, 6, 8
76, 1, 728, 704, 2606, 21, 3
13, 1, 40, 38, 810, 3, 19
6, 2, 5998, 1987, 1017618, 584, 169
39, 1, 4769, 2803, 193254, 15, 40
13, 2, 52, 0, 92, 1, 1
89, 1, 2700, 2351, 42303, 111, 15
39, 2, 766, 605, 17348, 3, 22
35, 1, 137, 129, 1143, 6, 8
33, 1, 330, 310, 3356, 7, 10
47, 3, 2702, 1635, 158004, 227, 58
23, 2, 3, 0, 68, 1, 17
56, 2, 899, 0, 20451, 1, 22
19, 1, 32, 31, 147, 2, 4
52, 1, 1540, 1382, 26744, 28, 17
25, 2, 281, 239, 7708, 12, 27
64, 1, 2858, 2379, 54745, 11, 19
27, 1, 584, 546, 9020, 11, 15
22, 2, 150, 0, 118, 1, 0
48, 1, 2443, 2005, 74217, 100, 30
76, 2, 3169, 3009, 27498, 1, 8
29, 2, 6, 0, 142, 1, 20
88, 1, 4258, 3416, 84091, 1, 19
109, 2, 1400, 1392, 3621, 3, 2
46, 1, 3266, 2627, 134182, 17, 41
22, 1, 304, 140, 25718, 39, 84
7, 3, 6682, 1742, 785790, 143, 117
14, 2, 119, 99, 4056, 1, 33
12, 1, 222, 127, 23947, 4, 107
39, 1, 433, 420, 4438, 4, 10
73, 1, 793, 764, 5357, 21, 6
46, 1, 593, 577, 2525, 17, 4
13, 1, 143, 132, 3326, 2, 23
14, 1, 93, 78, 6020, 3, 64
49, 1, 1912, 1460, 62712, 14, 32
7, 2, 26, 24, 1813, 1, 67
86, 1, 6244, 5067, 180595, 102, 28
24, 1, 14, 0, 21, 1, 1
73, 2, 827, 734, 21316, 2, 25
64, 1, 649, 644, 505, 3, 0
23, 2, 3, 0, 42, 1, 10
52, 1, 4624, 3080, 236641, 18, 51
195, 1, 9187, 8301, 77241, 20, 8
49, 1, 791, 713, 8835, 21, 11
45, 1, 523, 503, 2217, 20, 4
13, 1, 213, 120, 14272, 17, 66
40, 1, 1279, 1023, 59802, 130, 46
19, 2, 81, 79, 359, 6, 4
33, 1, 221, 217, 829, 2, 3
27, 2, 120, 103, 2784, 2, 23
29, 1, 355, 299, 7980, 17, 22
119, 1, 5804, 4601, 126928, 44, 21
101, 2, 2699, 2397, 42536, 8, 15
60, 2, 691, 572, 21046, 4, 30
19, 1, 1255, 565, 135478, 94, 107
136, 2, 5712, 4615, 86968, 109, 15
105, 1, 7449, 6163, 148553, 185, 19
16, 1, 309, 122, 32565, 17, 105
148, 1, 7944, 5588, 199593, 143, 25
33, 2, 345, 317, 5484, 5, 15
43, 1, 6817, 4071, 499744, 45, 73
137, 1, 6394, 5362, 127117, 44, 19
11, 1, 248, 123, 28979, 100, 116
148, 1, 5061, 4626, 43803, 22, 8
106, 1, 1484, 1424, 9269, 24, 6
108, 1, 4154, 3437, 77593, 52, 18
14, 2, 55, 44, 4991, 6, 89
33, 1, 109, 107, 377, 3, 3
31, 2, 47, 0, 224, 1, 4
33, 2, 277, 263, 2262, 1, 8
60, 2, 70, 0, 80, 1, 1
45, 1, 260, 251, 1560, 2, 5
17, 1, 173, 171, 1565, 1, 8
24, 1, 377, 246, 28593, 5, 75
20, 1, 540, 487, 24663, 22, 45
36, 1, 616, 364, 30072, 88, 48
13, 2, 31, 29, 1611, 5, 50
53, 1, 1310, 1162, 15121, 22, 11
115, 1, 3479, 2518, 50066, 24, 14
32, 1, 449, 288, 38423, 15, 85
53, 1, 1122, 787, 47521, 36, 42
10, 2, 126, 106, 5177, 3, 40
52, 1, 1646, 1150, 54966, 75, 33
24, 2, 50, 43, 2334, 13, 45
24, 2, 22, 0, 37, 1, 1
29, 1, 229, 186, 6686, 20, 29
10, 1, 490, 206, 44462, 5, 90
63, 1, 1554, 1279, 57154, 7, 36
86, 2, 2410, 2216, 42465, 8, 17
10, 1, 8, 5, 347, 10, 38
21, 2, 5, 4, 193, 3, 32
128, 1, 5661, 4883, 86460, 23, 15
14, 1, 75, 62, 3158, 11, 41
120, 1, 2357, 2134, 26916, 48, 11
31, 3, 2323, 1338, 180741, 8, 77
62, 2, 308, 295, 1639, 6, 5
36, 2, 65, 52, 1238, 4, 18
27, 1, 1340, 933, 74582, 85, 55
20, 1, 7, 6, 121, 4, 15
29, 1, 48, 36, 1250, 14, 25
33, 2, 13, 13, 208, 1, 14
27, 1, 6750, 4744, 524062, 465, 77
58, 1, 1849, 1711, 20430, 54, 11
22, 1, 135, 132, 1190, 2, 8
55, 1, 2875, 1750, 138323, 21, 48
253, 2, 2844, 2729, 10806, 10, 3
36, 2, 63, 0, 5, 1, 0
76, 1, 5506, 4267, 200154, 8, 36
32, 2, 90, 0, 50, 1, 0
41, 2, 49, 0, 460, 1, 9
111, 2, 501, 500, 114, 1, 0
45, 2, 92, 0, 266, 1, 2
79, 2, 842, 0, 312, 1, 0
23, 2, 4145, 1988, 464637, 340, 112
32, 2, 440, 0, 3933, 1, 8
46, 1, 173, 155, 2419, 14, 13
21, 1, 222, 210, 5040, 18, 22
62, 1, 755, 637, 21750, 19, 28
55, 1, 1266, 1068, 15023, 8, 11
38, 2, 365, 326, 4811, 21, 13
39, 2, 439, 376, 10960, 8, 24
20, 1, 253, 208, 7002, 4, 27
23, 1, 14, 13, 191, 7, 12
6, 1, 49, 28, 7917, 6, 158
143, 2, 2208, 2101, 18335, 11, 8
52, 1, 2532, 1907, 103341, 122, 40
7, 2, 118, 91, 6297, 21, 52
76, 2, 127, 126, 1293, 1, 10
18, 2, 7, 0, 252, 1, 31
20, 2, 3, 0, 29, 1, 7
33, 1, 507, 492, 2534, 14, 4
25, 2, 15, 0, 49, 1, 3
25, 2, 14, 0, 104, 1, 6
20, 1, 198, 185, 3466, 5, 17
21, 2, 29, 29, 108, 1, 3
46, 2, 1601, 1023, 80528, 24, 50
20, 1, 231, 177, 15239, 2, 65
19, 2, 38, 37, 153, 1, 3
19, 2, 83, 60, 5329, 6, 63
29, 1, 843, 516, 52459, 2, 62
23, 2, 6, 5, 192, 3, 27
25, 2, 38, 36, 606, 3, 15
24, 2, 447, 0, 22537, 1, 50
17, 2, 429, 285, 35311, 1, 82
80, 2, 869, 810, 6348, 16, 7
30, 1, 624, 536, 9895, 34, 15
17, 1, 196, 159, 5097, 7, 25
64, 2, 158, 147, 1744, 3, 10
28, 1, 41, 37, 653, 5, 15
22, 2, 13, 13, 140, 1, 10
14, 3, 660, 282, 61308, 160, 92
74, 2, 629, 583, 6356, 4, 10
28, 2, 16, 14, 554, 2, 32
6, 1, 59, 0, 605, 1, 10
47, 1, 2954, 1647, 155885, 23, 52
32, 2, 46, 32, 1672, 4, 35
119, 2, 137, 0, 237, 1, 1
50, 1, 411, 0, 338, 1, 0
50, 1, 1054, 979, 17716, 2, 16
99, 1, 1049, 1048, 816, 1, 0
84, 2, 840, 748, 16950, 10, 20
21, 1, 116, 0, 26, 1, 0
216, 1, 9618, 7812, 147099, 9, 15
15, 1, 41, 37, 533, 13, 12
50, 1, 847, 525, 45369, 175, 53
126, 1, 7300, 5422, 131100, 47, 17
12, 2, 84, 76, 2487, 1, 29
43, 2, 1193, 728, 79017, 25, 66
10, 2, 55, 49, 1352, 3, 24
151, 1, 3899, 3694, 43005, 5, 11
53, 1, 518, 461, 18735, 5, 36
12, 2, 142, 138, 1377, 2, 9
18, 1, 608, 383, 26913, 10, 44
34, 2, 197, 0, 1393, 1, 7
22, 2, 184, 141, 10261, 51, 55
25, 1, 162, 0, 137, 1, 0
62, 1, 1984, 1576, 59554, 154, 30
39, 1, 463, 394, 8019, 54, 17
56, 2, 886, 829, 6485, 6, 7
56, 2, 542, 530, 2882, 3, 5
14, 2, 2, 0, 35, 1, 11
39, 1, 3287, 2001, 178091, 26, 54
17, 1, 139, 136, 413, 1, 2
36, 1, 1021, 806, 56716, 23, 55
26, 2, 2, 2, 70, 1, 23
18, 1, 72, 46, 4403, 58, 60
92, 2, 760, 718, 6823, 10, 8
21, 1, 284, 225, 10534, 96, 36
41, 1, 1286, 847, 51082, 7, 39
21, 1, 129, 119, 2051, 5, 15
10, 2, 47, 45, 289, 1, 6
93, 1, 3604, 2665, 122300, 15, 33
84, 2, 272, 0, 196, 1, 0
70, 2, 3056, 2322, 111550, 197, 36
15, 3, 627, 324, 68826, 123, 109
52, 1, 2644, 1923, 84847, 280, 32
16, 1, 156, 151, 3510, 2, 22
31, 2, 350, 339, 4202, 2, 11
31, 1, 2178, 955, 174265, 154, 79
22, 1, 53, 34, 2455, 26, 45
33, 1, 284, 224, 10022, 10, 35
21, 2, 4, 4, 165, 3, 33
36, 1, 376, 322, 16746, 4, 44
26, 1, 248, 220, 6442, 24, 25
38, 1, 104, 82, 3861, 32, 36
12, 1, 296, 249, 14639, 6, 49
12, 1, 70, 60, 1725, 5, 24
42, 1, 981, 774, 36580, 5, 37
55, 1, 591, 530, 10887, 25, 18
107, 2, 801, 797, 403, 1, 0
22, 3, 199, 137, 7926, 4, 39
20, 1, 9, 9, 60, 1, 6
88, 1, 887, 884, 584, 1, 0
44, 2, 631, 0, 35321, 1, 55
14, 1, 251, 205, 7389, 2, 29
34, 2, 26, 25, 164, 1, 6
27, 2, 32, 25, 1279, 11, 38
15, 1, 230, 221, 21220, 1, 91
23, 2, 100, 0, 1065, 1, 10
62, 1, 477, 431, 11715, 6, 24
100, 2, 394, 393, 197, 1, 0
15, 1, 543, 197, 68592, 22, 126
48, 2, 54, 0, 288, 1, 5
35, 3, 374, 301, 14018, 72, 37
86, 1, 369, 360, 1025, 6, 2
25, 2, 11, 9, 431, 2, 35
33, 1, 1934, 0, 86268, 1, 44
18, 1, 52, 0, 2852, 1, 53
18, 1, 12, 12, 26, 2, 2
53, 2, 13, 0, 143, 1, 10
29, 1, 479, 437, 8545, 6, 17
74, 1, 1008, 939, 11856, 9, 11
57, 2, 54, 0, 97, 1, 1
38, 1, 1570, 976, 74550, 9, 47
65, 2, 157, 140, 3620, 3, 22
31, 2, 12, 0, 34, 1, 2
30, 1, 94, 0, 788, 1, 8
73, 1, 610, 519, 9696, 10, 15
